Order Date,Order ID,Invoice Number,Order Number,Order Type,Order Employee ID,Order Employee Name,Order Employee Custom ID,Note,Currency,Tax Amount,Tip,Service Charge,Credit Surcharge,Discount,Order Total,Payments Total,Payment Note,Refunds Total,Refund Credit Surcharge,Manual Refunds Total,Tender,Credit Card Auth Code,Credit Card Transaction ID,Order Payment State
11-Sep-2022 05:07 PM EDT,SJHWW8M3MEQJJ,,36,,999VWR115M848,MICHAEL KOCAK,,,USD,0.99,2.60,,0.00,0.00,12.99,12.99,,0.00,0.00,0.00,Credit Card,04142I,225400504586,Paid
11-Sep-2022 04:52 PM EDT,8B49A1JDP3AT4,,35,,999VWR115M848,MICHAEL KOCAK,,,USD,1.24,2.44,,0.00,0.00,16.24,16.24,,0.00,0.00,0.00,Debit Card,002383,225400504569,Paid
11-Sep-2022 04:49 PM EDT,GJHT38Z0KNQ2P,,34,,999VWR115M848,MICHAEL KOCAK,,,USD,0.33,0.65,,0.00,0.00,4.33,4.33,,0.00,0.00,0.00,Debit Card,002103,225400504552,Paid
11-Sep-2022 04:42 PM EDT,ANK00B1B960W4,,33,,999VWR115M848,MICHAEL KOCAK,,,USD,2.64,10.39,,0.00,0.00,34.64,34.64,,0.00,0.00,0.00,Debit Card,164633,225400504535,Paid
11-Sep-2022 04:33 PM EDT,EWC8A5DSZZQKR,,32,,999VWR115M848,MICHAEL KOCAK,,,USD,5.28,12.47,,0.00,0.00,69.28,69.28,,0.00,0.00,0.00,Credit Card,011347,225400504518,Paid
11-Sep-2022 04:31 PM EDT,XMVWFTB36JTFA,,31,,999VWR115M848,MICHAEL KOCAK,,,USD,2.23,4.38,,0.00,0.00,29.23,29.23,,0.00,0.00,0.00,Debit Card,000772,225400504501,Paid
11-Sep-2022 04:10 PM EDT,8C8V0P6XXBBRE,,30,,999VWR115M848,MICHAEL KOCAK,,,USD,0.99,0.00,,0.00,0.00,12.99,12.99,,0.00,0.00,0.00,Cash,,,Paid
11-Sep-2022 04:07 PM EDT,BCXEG3P6DNT4Y,,29,,999VWR115M848,MICHAEL KOCAK,,,USD,1.32,3.46,,0.00,0.00,17.32,17.32,,0.00,0.00,0.00,Credit Card,849162,225400504484,Paid
11-Sep-2022 04:06 PM EDT,WG9VFBWCT4NZM,,28,,999VWR115M848,MICHAEL KOCAK,,,USD,1.32,0.00,,0.00,0.00,17.32,17.32,,0.00,0.00,0.00,Credit Card,01180R,225400504467,Paid
11-Sep-2022 04:05 PM EDT,7VG8BCYSMA30G,,27,,999VWR115M848,MICHAEL KOCAK,,,USD,1.32,2.60,,0.00,0.00,17.32,17.32,,0.00,0.00,0.00,Credit Card,011663,225400504450,Paid
11-Sep-2022 04:03 PM EDT,KQFC3DZRWD1E6,,26,,999VWR115M848,MICHAEL KOCAK,,,USD,1.32,0.00,,0.00,0.00,17.32,17.32,,0.00,0.00,0.00,Debit Card,001063,225400504433,Paid
11-Sep-2022 03:40 PM EDT,QRCAA94QH87EW,,25,,999VWR115M848,MICHAEL KOCAK,,,USD,1.57,4.11,,0.00,0.00,20.57,20.57,,0.00,0.00,0.00,Credit Card,011482,225400504416,Paid
11-Sep-2022 03:38 PM EDT,XREGXWP3K9JHA,,24,,999VWR115M848,MICHAEL KOCAK,,,USD,0.99,0.00,,0.00,0.00,12.99,12.99,,0.00,0.00,0.00,Debit Card,193582,225400504399,Paid
11-Sep-2022 03:37 PM EDT,FWGF8SJTP76S0,,23,,999VWR115M848,MICHAEL KOCAK,,,USD,0.99,1.95,,0.00,0.00,12.99,12.99,,0.00,0.00,0.00,Credit Card,011108,225400504382,Paid
11-Sep-2022 03:22 PM EDT,GX7B2VVF5DRZW,,22,,999VWR115M848,MICHAEL KOCAK,,,USD,0.17,0.00,,0.00,0.00,2.17,2.17,,0.00,0.00,0.00,Credit Card,012040,225400507792,Paid
11-Sep-2022 03:14 PM EDT,C0EJVWMN1ATCJ,,21,,999VWR115M848,MICHAEL KOCAK,,,USD,1.32,2.60,,0.00,0.00,17.32,17.32,,0.00,0.00,0.00,Debit Card,000065,225400507775,Paid
11-Sep-2022 03:11 PM EDT,EVRJ4FNAMTHYW,,20,,999VWR115M848,MICHAEL KOCAK,,,USD,1.32,1.00,,0.00,0.00,17.32,17.32,,0.00,0.00,0.00,Debit Card,000834,225400507758,Paid
11-Sep-2022 03:09 PM EDT,668Q3YP5SAQR0,,19,,999VWR115M848,MICHAEL KOCAK,,,USD,1.32,3.46,,0.00,0.00,17.32,17.32,,0.00,0.00,0.00,Debit Card,001999,225400507741,Paid
11-Sep-2022 03:07 PM EDT,4DQZBKCNM6FGT,,18,,999VWR115M848,MICHAEL KOCAK,,,USD,1.32,2.60,,0.00,0.00,17.32,17.32,,0.00,0.00,0.00,Debit Card,002668,225400507724,Paid
11-Sep-2022 03:06 PM EDT,15E3DH432RXWW,,17,,999VWR115M848,MICHAEL KOCAK,,,USD,1.40,2.76,,0.00,0.00,18.40,18.40,,0.00,0.00,0.00,Credit Card,12419Z,225400507707,Paid
11-Sep-2022 03:05 PM EDT,JDDFZXH6WQYCJ,,16,,999VWR115M848,MICHAEL KOCAK,,,USD,1.40,0.00,,0.00,0.00,18.40,18.40,,0.00,0.00,0.00,Credit Card,411150,225400507690,Paid
11-Sep-2022 03:03 PM EDT,ZE2D850DMZYYJ,,15,,999VWR115M848,MICHAEL KOCAK,,,USD,1.40,2.00,,0.00,0.00,18.40,18.40,,0.00,0.00,0.00,Debit Card,000475,225400507673,Paid
11-Sep-2022 02:59 PM EDT,W35FW8JT68T84,,14,,999VWR115M848,MICHAEL KOCAK,,,USD,0.17,0.00,,0.00,0.00,2.17,2.17,,0.00,0.00,0.00,Debit Card,002667,225400507656,Paid
11-Sep-2022 02:57 PM EDT,BH4Y372A71FMG,,13,,999VWR115M848,MICHAEL KOCAK,,,USD,0.33,0.00,,0.00,0.00,4.33,4.33,,0.00,0.00,0.00,Credit Card,01959I,225400507639,Paid
11-Sep-2022 02:56 PM EDT,D82GM8YBNF410,,12,,999VWR115M848,MICHAEL KOCAK,,,USD,1.32,2.60,,0.00,0.00,17.32,17.32,,0.00,0.00,0.00,Debit Card,002744,225400507622,Paid
11-Sep-2022 02:54 PM EDT,CKKBHXSD05QZY,,11,,999VWR115M848,MICHAEL KOCAK,,,USD,1.40,2.76,,0.00,0.00,18.40,18.40,,0.00,0.00,0.00,Debit Card,722339,225400507605,Paid
11-Sep-2022 02:51 PM EDT,4NT5PWJXNQP88,,10,,999VWR115M848,MICHAEL KOCAK,,,USD,1.32,3.46,,0.00,0.00,17.32,17.32,,0.00,0.00,0.00,Credit Card,01146P,225400507588,Paid
11-Sep-2022 02:50 PM EDT,HCG3EYVGRMV7E,,09,,999VWR115M848,MICHAEL KOCAK,,,USD,1.40,2.76,,0.00,0.00,18.40,18.40,,0.00,0.00,0.00,Debit Card,074579,225400507571,Paid
11-Sep-2022 02:48 PM EDT,BPX5S2B23P24Y,,08,,999VWR115M848,MICHAEL KOCAK,,,USD,1.40,3.68,,0.00,0.00,18.40,18.40,,0.00,0.00,0.00,Debit Card,073881,225400507554,Paid
11-Sep-2022 02:47 PM EDT,E0YZ6EHSPMANJ,,07,,999VWR115M848,MICHAEL KOCAK,,,USD,0.33,0.00,,0.00,0.00,4.33,4.33,,0.00,0.00,0.00,Credit Card,037214,225400507537,Paid
11-Sep-2022 02:46 PM EDT,BVHF4TV0GGXQ8,,06,,999VWR115M848,MICHAEL KOCAK,,,USD,1.32,0.00,,0.00,0.00,17.32,17.32,,0.00,0.00,0.00,Credit Card,01196R,225400507520,Paid
11-Sep-2022 02:43 PM EDT,17VXF5ZV45ENE,,05,,999VWR115M848,MICHAEL KOCAK,,,USD,1.40,2.76,,0.00,0.00,18.40,18.40,,0.00,0.00,0.00,Credit Card,836722,225400507503,Paid
11-Sep-2022 02:42 PM EDT,CTADCEKACYGB2,,04,,999VWR115M848,MICHAEL KOCAK,,,USD,1.40,2.76,,0.00,0.00,18.40,18.40,,0.00,0.00,0.00,Debit Card,001015,225400507486,Paid
11-Sep-2022 02:39 PM EDT,48DH72WFHH0TR,,03,,999VWR115M848,MICHAEL KOCAK,,,USD,1.32,2.60,,0.00,0.00,17.32,17.32,,0.00,0.00,0.00,Debit Card,113070,225400507469,Paid
11-Sep-2022 02:36 PM EDT,4Q56HRJ67S7JG,,02,,999VWR115M848,MICHAEL KOCAK,,,USD,1.32,2.60,,0.00,0.00,17.32,17.32,,0.00,0.00,0.00,Debit Card,113070,225400507452,Paid
11-Sep-2022 02:34 PM EDT,SSDZ66DFC00Q2,,01,,999VWR115M848,MICHAEL KOCAK,,,USD,0.50,1.17,,0.00,0.00,6.50,6.50,,0.00,0.00,0.00,Debit Card,001711,225400507435,Paid
11-Sep-2022 02:33 PM EDT,0XBMZ6WDGKSMM,,99,,999VWR115M848,MICHAEL KOCAK,,,USD,0.33,0.65,,0.00,0.00,4.33,4.33,,0.00,0.00,0.00,Debit Card,002528,225400507418,Paid
11-Sep-2022 02:31 PM EDT,TNG94RJQWBCXW,,98,,999VWR115M848,MICHAEL KOCAK,,,USD,2.81,5.00,,0.00,0.00,36.81,36.81,,0.00,0.00,0.00,Credit Card,07128I,225400507401,Paid
11-Sep-2022 02:28 PM EDT,65FNXJ3QRVX2P,,97,,999VWR115M848,MICHAEL KOCAK,,,USD,1.16,0.00,,0.00,0.00,15.16,15.16,,0.00,0.00,0.00,Cash,,,Paid
11-Sep-2022 02:26 PM EDT,SJYZPZZG9C4K6,,96,,999VWR115M848,MICHAEL KOCAK,,,USD,2.31,5.46,,0.00,0.00,30.31,30.31,,0.00,0.00,0.00,Credit Card,09701B,225400507384,Paid
11-Sep-2022 02:25 PM EDT,95CWZ7PQ2BT2Y,,95,,999VWR115M848,MICHAEL KOCAK,,,USD,0.58,1.14,,0.00,0.00,7.58,7.58,,0.00,0.00,0.00,Debit Card,833675,225400507367,Paid
11-Sep-2022 02:21 PM EDT,RXWE6W0HE5ST8,,94,,999VWR115M848,MICHAEL KOCAK,,,USD,0.99,0.00,,0.00,0.00,12.99,12.99,,0.00,0.00,0.00,Debit Card,077159,225400507350,Paid
11-Sep-2022 02:16 PM EDT,80CS3850T5T9T,,93,,999VWR115M848,MICHAEL KOCAK,,,USD,1.40,2.76,,0.00,0.00,18.40,18.40,,0.00,0.00,0.00,Credit Card,011797,225400507333,Paid
11-Sep-2022 02:13 PM EDT,8MDPY13DY9NC4,,92,,999VWR115M848,MICHAEL KOCAK,,,USD,1.40,2.76,,0.00,0.00,18.40,18.40,,0.00,0.00,0.00,Debit Card,001258,225400507316,Paid
11-Sep-2022 02:12 PM EDT,SX5TN57AE4R6G,,91,,999VWR115M848,MICHAEL KOCAK,,,USD,1.40,3.31,,0.00,0.00,18.40,18.40,,0.00,0.00,0.00,Credit Card,011455,225400507299,Paid
11-Sep-2022 02:03 PM EDT,YHB14Y10X0D3R,,90,,999VWR115M848,MICHAEL KOCAK,,,USD,0.50,1.95,,0.00,0.00,6.50,6.50,,0.00,0.00,0.00,Debit Card,000214,225400507282,Paid
11-Sep-2022 02:01 PM EDT,4FAT3EX74HQ2R,,89,,999VWR115M848,MICHAEL KOCAK,,,USD,1.16,2.27,,0.00,0.00,15.16,15.16,,0.00,0.00,0.00,Debit Card,662731,225400507265,Paid
11-Sep-2022 01:58 PM EDT,3WBADR2D3FQCG,,88,,999VWR115M848,MICHAEL KOCAK,,,USD,0.99,0.00,,0.00,0.00,12.99,12.99,,0.00,0.00,0.00,Cash,,,Paid
11-Sep-2022 01:55 PM EDT,6SX353EN177RA,,87,,999VWR115M848,MICHAEL KOCAK,,,USD,1.40,2.76,,0.00,0.00,18.40,18.40,,0.00,0.00,0.00,Debit Card,125465,225400507248,Paid
11-Sep-2022 01:51 PM EDT,52QMNZ1GVKF74,,86,,999VWR115M848,MICHAEL KOCAK,,,USD,2.56,6.71,,0.00,0.00,33.56,33.56,,0.00,0.00,0.00,Credit Card,04576Z,225400507231,Paid
11-Sep-2022 01:49 PM EDT,QYAA4R2FZETV0,,85,,999VWR115M848,MICHAEL KOCAK,,,USD,0.50,0.00,,0.00,0.00,6.50,6.50,,0.00,0.00,0.00,Cash,,,Paid
11-Sep-2022 01:46 PM EDT,SEMTGHWEG6CC6,,84,,999VWR115M848,MICHAEL KOCAK,,,USD,2.81,11.04,,0.00,0.00,36.81,36.81,,0.00,0.00,0.00,Credit Card,52863T,225400507214,Paid
11-Sep-2022 01:41 PM EDT,ACF521JRZMPMT,,83,,999VWR115M848,MICHAEL KOCAK,,,USD,1.40,2.76,,0.00,0.00,18.40,18.40,,0.00,0.00,0.00,Debit Card,002760,225400507197,Paid
11-Sep-2022 01:38 PM EDT,29E35JNEEHVCG,,82,,999VWR115M848,MICHAEL KOCAK,,,USD,1.32,2.60,,0.00,0.00,17.32,17.32,,0.00,0.00,0.00,Credit Card,00703S,225400507180,Paid
11-Sep-2022 01:26 PM EDT,TEFSGHZ9VQXTC,,81,,999VWR115M848,MICHAEL KOCAK,,,USD,2.39,4.71,,0.00,0.00,31.39,31.39,,0.00,0.00,0.00,Debit Card,019744,225400507163,Paid
11-Sep-2022 01:24 PM EDT,5H6SSCDZJ2DS2,,80,,999VWR115M848,MICHAEL KOCAK,,,USD,3.30,3.00,,0.00,0.00,43.30,43.30,,0.00,0.00,0.00,Credit Card,05758Z,225400507146,Paid
11-Sep-2022 01:20 PM EDT,0R5GDH0P99FKE,,79,,999VWR115M848,MICHAEL KOCAK,,,USD,9.82,0.00,,0.00,0.00,128.82,128.82,,0.00,0.00,0.00,Cash,,,Paid
11-Sep-2022 01:05 PM EDT,CJVWHBMNV62QP,,78,,999VWR115M848,MICHAEL KOCAK,,,USD,0.66,1.30,,0.00,0.00,8.66,8.66,,0.00,0.00,0.00,Credit Card,06242D,225400507129,Paid
11-Sep-2022 12:51 PM EDT,QYRXX72A7Q2AP,,77,,999VWR115M848,MICHAEL KOCAK,,,USD,3.47,0.00,,0.00,0.00,45.47,45.47,,0.00,0.00,0.00,Cash,,,Paid
11-Sep-2022 12:50 PM EDT,7PR8DSVSXB8FY,,76,,999VWR115M848,MICHAEL KOCAK,,,USD,1.40,3.68,,0.00,0.00,18.40,18.40,,0.00,0.00,0.00,Credit Card,03492D,225400507112,Paid
11-Sep-2022 12:49 PM EDT,ARPP1RBJ9NBX4,,75,,999VWR115M848,MICHAEL KOCAK,,,USD,2.72,7.14,,0.00,0.00,35.72,35.72,,0.00,0.00,0.00,Credit Card,00226Z,225400507095,Paid
11-Sep-2022 12:45 PM EDT,RRSJWD855NAAE,,74,,999VWR115M848,MICHAEL KOCAK,,,USD,1.32,0.00,,0.00,0.00,17.32,17.32,,0.00,0.00,0.00,Cash,,,Paid
11-Sep-2022 12:42 PM EDT,5SC3ENQKDGZXA,,73,,999VWR115M848,MICHAEL KOCAK,,,USD,1.40,0.00,,0.00,0.00,18.40,18.40,,0.00,0.00,0.00,Cash,,,Paid
11-Sep-2022 12:41 PM EDT,TD4F57J4B1YJA,,72,,999VWR115M848,MICHAEL KOCAK,,,USD,1.40,0.00,,0.00,0.00,18.40,18.40,,0.00,0.00,0.00,Debit Card,062169,225400507078,Paid
11-Sep-2022 12:32 PM EDT,EPKX3VT5BS838,,71,,999VWR115M848,MICHAEL KOCAK,,,USD,2.31,0.00,,0.00,0.00,30.31,30.31,,0.00,0.00,0.00,Cash,,,Paid
11-Sep-2022 12:26 PM EDT,Y6SR51NZB1BY2,,70,,999VWR115M848,MICHAEL KOCAK,,,USD,0.99,2.60,,0.00,0.00,12.99,12.99,,0.00,0.00,0.00,Credit Card,01026D,225400507061,Paid
11-Sep-2022 12:23 PM EDT,VZKMVFRZNHY9M,,69,,999VWR115M848,MICHAEL KOCAK,,,USD,1.40,3.68,,0.00,0.00,18.40,18.40,,0.00,0.00,0.00,Debit Card,001137,225400507044,Paid
11-Sep-2022 12:20 PM EDT,M6AM95PFJKY74,,68,,999VWR115M848,MICHAEL KOCAK,,,USD,2.64,5.20,,0.00,0.00,34.64,34.64,,0.00,0.00,0.00,Debit Card,002259,225400507027,Paid
11-Sep-2022 12:16 PM EDT,95YCXYWTGP3VW,,67,,999VWR115M848,MICHAEL KOCAK,,,USD,4.29,11.26,,0.00,0.00,56.29,56.29,,0.00,0.00,0.00,Credit Card,04583D,225400507010,Paid
11-Sep-2022 12:14 PM EDT,D3VRZ1TRERGSW,,66,,999VWR115M848,MICHAEL KOCAK,,,USD,2.31,5.46,,0.00,0.00,30.31,30.31,,0.00,0.00,0.00,Credit Card,05915D,225400506993,Paid
11-Sep-2022 12:12 PM EDT,7TGDPXG8CFYK4,,65,,999VWR115M848,MICHAEL KOCAK,,,USD,1.32,3.12,,0.00,0.00,17.32,17.32,,0.00,0.00,0.00,Credit Card,07601S,225400506976,Paid
11-Sep-2022 12:10 PM EDT,ZH5ZYM04K30Z8,,64,,999VWR115M848,MICHAEL KOCAK,,,USD,2.31,0.00,,0.00,0.00,30.31,30.31,,0.00,0.00,0.00,Credit Card,890156,225400506959,Paid
09-Sep-2022 08:45 PM EDT,0N4AAP9SH6T9T,,63,,999VWR115M848,MICHAEL KOCAK,,,USD,2.39,10.00,,0.00,0.00,31.39,31.39,,0.00,0.00,0.00,Debit Card,004620,225300508376,Paid
09-Sep-2022 08:44 PM EDT,BY39QH8WFSZW6,,62,,999VWR115M848,MICHAEL KOCAK,,,USD,1.32,2.00,,0.00,0.00,17.32,17.32,,0.00,0.00,0.00,Debit Card,000827,225300508359,Paid
09-Sep-2022 08:41 PM EDT,F8EKXSQCA219M,,61,,999VWR115M848,MICHAEL KOCAK,,,USD,2.81,5.52,,0.00,0.00,36.81,36.81,,0.00,0.00,0.00,Debit Card,001242,225300508342,Paid
09-Sep-2022 08:38 PM EDT,0B5MMTKGZMN28,,60,,999VWR115M848,MICHAEL KOCAK,,,USD,2.31,4.55,,0.00,0.00,30.31,30.31,,0.00,0.00,0.00,Credit Card,31309Z,225300508325,Paid
09-Sep-2022 08:35 PM EDT,QB96Q247MD4JR,,59,,999VWR115M848,MICHAEL KOCAK,,,USD,1.40,3.31,,0.00,0.00,18.40,18.40,,0.00,0.00,0.00,Credit Card,009972,225300508308,Paid
09-Sep-2022 08:32 PM EDT,A3EVZZWV7TXN8,,58,,999VWR115M848,MICHAEL KOCAK,,,USD,1.32,2.60,,0.00,0.00,17.32,17.32,,0.00,0.00,0.00,Credit Card,00942R,225300508291,Paid
09-Sep-2022 08:28 PM EDT,QQEFCSDFDYN9E,,57,,999VWR115M848,MICHAEL KOCAK,,,USD,2.31,4.55,,0.00,0.00,30.31,30.31,,0.00,0.00,0.00,Debit Card,002686,225300508274,Paid
09-Sep-2022 08:19 PM EDT,RFJNK6K88B4TM,,56,,999VWR115M848,MICHAEL KOCAK,,,USD,3.14,0.00,,0.00,0.00,41.14,41.14,,0.00,0.00,0.00,Debit Card,000357,225300508257,Paid
09-Sep-2022 08:18 PM EDT,YS9ZX5771M0JM,,55,,999VWR115M848,MICHAEL KOCAK,,,USD,0.33,0.00,,0.00,0.00,4.33,4.33,,0.00,0.00,0.00,Cash,,,Paid
09-Sep-2022 08:16 PM EDT,5WDG12MY9KYWG,,54,,999VWR115M848,MICHAEL KOCAK,,,USD,1.40,2.00,,0.00,0.00,18.40,18.40,,0.00,0.00,0.00,Debit Card,002898,225300508240,Paid
09-Sep-2022 08:15 PM EDT,KAFR6Z38JTHXP,,53,,999VWR115M848,MICHAEL KOCAK,,,USD,1.32,2.60,,0.00,0.00,17.32,17.32,,0.00,0.00,0.00,Debit Card,171364,225300508223,Paid
09-Sep-2022 08:10 PM EDT,SGW5CH69GP1PR,,52,,999VWR115M848,MICHAEL KOCAK,,,USD,0.33,0.00,,0.00,0.00,4.33,4.33,,0.00,0.00,0.00,Credit Card,00956P,225300508206,Paid
09-Sep-2022 08:09 PM EDT,QBK836P2R3SG4,,51,,999VWR115M848,MICHAEL KOCAK,,,USD,2.31,6.06,,0.00,0.00,30.31,30.31,,0.00,0.00,0.00,Credit Card,00583D,225300508189,Paid
09-Sep-2022 08:05 PM EDT,4CJJ49DQPX1H4,,50,,999VWR115M848,MICHAEL KOCAK,,,USD,2.72,7.14,,0.00,0.00,35.72,35.72,,0.00,0.00,0.00,Credit Card,07564D,225300508172,Paid
09-Sep-2022 07:55 PM EDT,0S2G6VT25K010,,49,,999VWR115M848,MICHAEL KOCAK,,,USD,2.81,2.00,,0.00,0.00,36.81,36.81,,0.00,0.00,0.00,Credit Card,886898,225200508155,Paid
09-Sep-2022 07:48 PM EDT,C1C4ESWPTGK50,,48,,999VWR115M848,MICHAEL KOCAK,,,USD,2.39,6.28,,0.00,0.00,31.39,31.39,,0.00,0.00,0.00,Credit Card,07733D,225200508138,Paid
09-Sep-2022 07:38 PM EDT,WVQFK87FK4GVG,,47,,999VWR115M848,MICHAEL KOCAK,,,USD,2.64,6.24,,0.00,0.00,34.64,34.64,,0.00,0.00,0.00,Debit Card,002191,225200508121,Paid
09-Sep-2022 07:35 PM EDT,QE1VSHRXMNKMR,,46,,999VWR115M848,MICHAEL KOCAK,,,USD,2.81,5.52,,0.00,0.00,36.81,36.81,,0.00,0.00,0.00,Debit Card,000177,225200508104,Paid
09-Sep-2022 07:34 PM EDT,YAS83CKY07R5Y,,45,,999VWR115M848,MICHAEL KOCAK,,,USD,2.31,4.55,,0.00,0.00,30.31,30.31,,0.00,0.00,0.00,Credit Card,838165,225200508087,Paid
09-Sep-2022 07:32 PM EDT,BKJTMAEHW6XWC,,44,,999VWR115M848,MICHAEL KOCAK,,,USD,2.39,6.28,,0.00,0.00,31.39,31.39,,0.00,0.00,0.00,Debit Card,018418,225200508070,Paid
09-Sep-2022 07:30 PM EDT,S10NRE8G7MGQ0,,43,,999VWR115M848,MICHAEL KOCAK,,,USD,1.32,3.12,,0.00,0.00,17.32,17.32,,0.00,0.00,0.00,Debit Card,000418,225200508053,Paid
09-Sep-2022 07:28 PM EDT,97P8DD0NKQAM6,,42,,999VWR115M848,MICHAEL KOCAK,,,USD,0.17,0.00,,0.00,0.00,2.17,2.17,,0.00,0.00,0.00,Cash,,,Paid
09-Sep-2022 07:21 PM EDT,5Y6EFCF7JAEEA,,41,,999VWR115M848,MICHAEL KOCAK,,,USD,2.81,7.36,,0.00,0.00,36.81,36.81,,0.00,0.00,0.00,Credit Card,06312C,225200508036,Paid
09-Sep-2022 07:20 PM EDT,GAS8BME6G6EQA,,40,,999VWR115M848,MICHAEL KOCAK,,,USD,1.40,3.31,,0.00,0.00,18.40,18.40,,0.00,0.00,0.00,Debit Card,002222,225200508019,Paid
09-Sep-2022 07:18 PM EDT,6RDQW8TVZ589M,,39,,999VWR115M848,MICHAEL KOCAK,,,USD,2.31,6.06,,0.00,0.00,30.31,30.31,,0.00,0.00,0.00,Debit Card,151298,225200508002,Paid
09-Sep-2022 07:17 PM EDT,07PPWA9T09T9E,,38,,999VWR115M848,MICHAEL KOCAK,,,USD,0.99,2.34,,0.00,0.00,12.99,12.99,,0.00,0.00,0.00,Credit Card,819071,225200507985,Paid
09-Sep-2022 07:15 PM EDT,7WX9RG237XCGG,,37,,999VWR115M848,MICHAEL KOCAK,,,USD,2.81,7.36,,0.00,0.00,36.81,36.81,,0.00,0.00,0.00,Debit Card,049088,225200507968,Paid
09-Sep-2022 07:12 PM EDT,NCS7E8CM2BW4C,,36,,999VWR115M848,MICHAEL KOCAK,,,USD,0.17,0.00,,0.00,0.00,2.17,2.17,,0.00,0.00,0.00,Cash,,,Paid
09-Sep-2022 07:10 PM EDT,0S3S562Q80BB8,,35,,999VWR115M848,MICHAEL KOCAK,,,USD,2.31,5.46,,0.00,0.00,30.31,30.31,,0.00,0.00,0.00,Credit Card,94143Z,225200507951,Paid
09-Sep-2022 07:08 PM EDT,BGMNZQQXFFY5A,,34,,999VWR115M848,MICHAEL KOCAK,,,USD,0.17,10.00,,0.00,-12.00,2.17,2.17,,0.00,0.00,0.00,Debit Card,002460,225200507934,Paid
09-Sep-2022 07:07 PM EDT,8HX0K8P0VKTHP,,33,,999VWR115M848,MICHAEL KOCAK,,,USD,1.32,2.60,,0.00,0.00,17.32,17.32,,0.00,0.00,0.00,Debit Card,046528,225200507900,Paid
09-Sep-2022 07:05 PM EDT,SDT731GE1Q7MC,,32,,999VWR115M848,MICHAEL KOCAK,,,USD,1.40,0.00,,0.00,0.00,18.40,18.40,,0.00,0.00,0.00,Cash,,,Paid
09-Sep-2022 07:04 PM EDT,Q4M71GM57NA0C,,31,,999VWR115M848,MICHAEL KOCAK,,,USD,1.32,5.20,,0.00,0.00,17.32,17.32,,0.00,0.00,0.00,Debit Card,002484,225200507883,Paid
09-Sep-2022 07:02 PM EDT,CA1XV9ET60NJ8,,30,,999VWR115M848,MICHAEL KOCAK,,,USD,2.81,6.63,,0.00,0.00,36.81,36.81,,0.00,0.00,0.00,Debit Card,030319,225200507866,Paid
09-Sep-2022 07:01 PM EDT,FQ46A9EPZ1MM0,,29,,999VWR115M848,MICHAEL KOCAK,,,USD,1.32,0.00,,0.00,0.00,17.32,17.32,,0.00,0.00,0.00,Debit Card,000941,225200507849,Paid
09-Sep-2022 06:58 PM EDT,E45SMZDPV3BXR,,28,,999VWR115M848,MICHAEL KOCAK,,,USD,1.40,2.76,,0.00,0.00,18.40,18.40,,0.00,0.00,0.00,Credit Card,05641S,225200507832,Paid
09-Sep-2022 06:57 PM EDT,DKAYMKB7HKH2R,,27,,999VWR115M848,MICHAEL KOCAK,,,USD,1.73,3.41,,0.00,0.00,22.73,22.73,,0.00,0.00,0.00,Credit Card,04437C,225200507815,Paid
09-Sep-2022 06:55 PM EDT,ZX7FX5158HSNA,,25,,999VWR115M848,MICHAEL KOCAK,,,USD,1.32,0.00,,0.00,0.00,17.32,17.32,,0.00,0.00,0.00,Credit Card,009805,225200507798,Paid
09-Sep-2022 06:54 PM EDT,ZZ1M1YGTE98MM,,24,,999VWR115M848,MICHAEL KOCAK,,,USD,0.99,2.34,,0.00,0.00,12.99,12.99,,0.00,0.00,0.00,Debit Card,001965,225200507781,Paid
09-Sep-2022 06:53 PM EDT,W9W5SWJZ3R0K0,,23,,999VWR115M848,MICHAEL KOCAK,,,USD,2.31,5.46,,0.00,0.00,30.31,30.31,,0.00,0.00,0.00,Credit Card,881344,225200507764,Paid
09-Sep-2022 06:49 PM EDT,Z4CDTGRB56NV2,,22,,999VWR115M848,MICHAEL KOCAK,,,USD,2.31,6.06,,0.00,0.00,30.31,30.31,,0.00,0.00,0.00,Credit Card,009277,225200507747,Paid
09-Sep-2022 06:44 PM EDT,2CK27DJXB1DZJ,,21,,999VWR115M848,MICHAEL KOCAK,,,USD,1.40,3.68,,0.00,0.00,18.40,18.40,,0.00,0.00,0.00,Debit Card,002127,225200507730,Paid
09-Sep-2022 06:42 PM EDT,QZN9ENH0ENTR6,,20,,999VWR115M848,MICHAEL KOCAK,,,USD,1.40,3.68,,0.00,0.00,18.40,18.40,,0.00,0.00,0.00,Credit Card,07346W,225200507713,Paid
09-Sep-2022 06:40 PM EDT,Z6E716YXMRQZY,,19,,999VWR115M848,MICHAEL KOCAK,,,USD,2.64,10.39,,0.00,0.00,34.64,34.64,,0.00,0.00,0.00,Debit Card,002797,225200507696,Paid
09-Sep-2022 06:37 PM EDT,KJSRT9H3M9R7E,,18,,999VWR115M848,MICHAEL KOCAK,,,USD,1.32,3.12,,0.00,0.00,17.32,17.32,,0.00,0.00,0.00,Credit Card,04625Z,225200507679,Paid
09-Sep-2022 06:36 PM EDT,P340482JEWS1C,,17,,999VWR115M848,MICHAEL KOCAK,,,USD,1.98,5.20,,0.00,0.00,25.98,25.98,,0.00,0.00,0.00,Debit Card,001690,225200507662,Paid
